"id","date","time","lat","lng","location.id","number.of.individuals","has.photo","Finding.place.crayfish","Description.crayfish","Description.finding.place.crayfish","I.replaced.the.bait","Code.sample.location","soort","locID"
317534542,"2024-07-03","09:00:00",51.263173,4.587717,191336,0,"False","","","","","","crayfish indet",""
317534812,"2024-07-04","14:00:00",51.263309,4.587532,191336,0,"False","","","","","","crayfish indet",""
321252671,"2024-07-26","",50.802738,3.755582,27527,0,"False","Stilstaand water","","Eén van de 3 fuiken is verdwenen (diefstal), samen met de piket en het touw. Beide andere fuiken waren leeg.","","","crayfish indet",""
321745411,"2024-07-25","12:30:00",51.144733,3.707671,30311,0,"False","","","","","","crayfish indet",""
321918401,"2024-07-30","",51.076721,5.673457,28335,0,"False","","","","Nee","","crayfish indet",""
322898699,"2024-08-03","12:30:00",50.930266,5.387014,29600,0,"False","","","","","","crayfish indet",""
323443784,"2024-08-09","11:00:00",51.137145,3.331861,31541,0,"False","Stromend water","","","Nee","","crayfish indet",""
323534254,"2024-07-29","",50.811625,3.780309,84526,0,"False","Stromend water","","","Ja","","crayfish indet",""
323534405,"2024-07-30","",50.811635,3.780325,84526,0,"False","Stromend water","","","","","crayfish indet",""
324015722,"2024-08-13","",51.023527,5.586205,29799,0,"False","","","","Nee","","crayfish indet",""
324085730,"2024-08-14","06:55:00",50.905181,3.412797,24076,0,"False","","","","Nee","","crayfish indet",""
324086567,"2024-08-14","",50.908623,3.389988,31817,0,"False","","","","Nee","","crayfish indet",""
324204685,"2024-08-13","",51.26702,4.885176,28301,0,"False","Running water","","","No","","crayfish indet",""
324207702,"2024-08-15","",50.903894,3.408474,24076,0,"False","","","","Ja","","crayfish indet",""
324207983,"2024-08-15","",50.907477,3.394281,31817,0,"False","","","","Ja","","crayfish indet",""
324367947,"2024-08-16","",50.905821,3.412423,24076,0,"False","","","","Nee","","crayfish indet",""
325185725,"2024-08-13","07:35:00",51.141141,3.560238,28742,0,"False","","","","Ja","","crayfish indet",""
325186010,"2024-08-14","08:10:00",51.140811,3.561974,28742,0,"False","","","","Ja","","crayfish indet",""
325186179,"2024-08-15","",51.140877,3.561695,28742,0,"False","","","","Ja","","crayfish indet",""
325186407,"2024-08-16","07:55:00",51.123866,3.568196,30293,0,"False","","","","Ja","","crayfish indet",""
325186603,"2024-08-17","",51.123761,3.56854,30291,0,"False","","","","Ja","","crayfish indet",""
325186998,"2024-08-18","08:50:00",51.123715,3.568475,30293,0,"False","","","","Ja","","crayfish indet",""
325438105,"2024-08-23","07:48:00",50.929477,3.424734,28524,0,"False","","","","Nee","","crayfish indet",""
325439206,"2024-08-23","",50.920256,3.415709,28523,0,"False","","","","Nee","","crayfish indet",""
327424186,"2024-09-08","07:45:00",51.233138,5.104351,23327,0,"False","","","","","","crayfish indet",""
327580828,"2024-09-09","08:30:00",51.233109,5.104464,23327,0,"False","","","","","","crayfish indet",""
327807949,"2024-07-25","",51.074226,5.668693,28335,0,"False","","","","","","crayfish indet",""
327808286,"2024-09-12","",51.076674,5.673571,28335,0,"False","","","","","","crayfish indet",""
328056944,"2024-09-13","12:16:00",50.981253,3.71052,30648,0,"True","","","","","","crayfish indet",""
328283844,"2024-09-13","18:20:00",51.051768,4.122555,27402,0,"False","","","I_9200_13: Broek van Grembergen (51.05179, 4.12261)","Nee","","crayfish indet",""
328303978,"2024-09-16","19:15:00",50.866828,4.350284,72748,0,"False","Stilstaand water","","I_9032_1: Ter Durmenpark (51.09295, 3.70202)","","","crayfish indet",""
328337767,"2024-09-17","18:23:00",51.330954,3.245827,31730,0,"False","Stilstaand water","","","Ja","","crayfish indet",""
328447578,"2024-09-18","18:30:00",51.25636,5.10522,23327,0,"False","","","","","","crayfish indet",""
322989843,"2024-08-06","09:00:00",51.261275,3.577298,29970,0,"False","","","","Nee","","procambarus clarkii",""
328096601,"2024-09-15","12:22:00",51.265453,3.158371,31279,4,"True","Stilstaand water","aktief","veel riet","Ja","1. I_8377_3: Kruisilader (51.26994, 3.1536)","procambarus clarkii","I_8377_3"
