"isReserved","updateRes","OMSCHR","NAAM","vrijwillID","startDate","SugbyINBO","locID","restricties","Sampler","dataset","SystemType","GEBIED","provincie","gemeente","postcode","CATC","VHAG","WVLC","Latitude","Longitude","Beheerder","Bhrtel","Bhremail"
FALSE,FALSE,"Kaulille, Broekerheide, oude hostieweg, dan zandpad inrijden, opw brug","Warmbeek",NA,NA,"YES","I_3950_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Bocholt",3950,2,9508,NA,51.1968064927635,5.49538932476128,"Limburg",NA,"christel.bouchet@limburg.be"
FALSE,FALSE,"Goolderheideweg, opw weg","Balkenloop",NA,NA,"YES","I_3950_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Bocholt",3950,2,473,NA,51.1754534313333,5.53638948726679,"Limburg",NA,"christel.bouchet@limburg.be"
FALSE,FALSE,"onverhard verlengde Goosweg, opw weg","Rieterheideloop",NA,NA,"YES","I_3950_3",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Bocholt",3950,2,332,NA,51.1885454250816,5.5424250675991,"Limburg",NA,"christel.bouchet@limburg.be"
FALSE,FALSE,"zijbeek Hamonterbeek, Hamont, Lozerweg 100, via hoofdingang Lo kasteel De L'Escaille, opw onverharde weg","Lobeek",NA,NA,"YES","I_3930_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Hamont-Achel",3930,2,10201,NA,51.2264366219971,5.54330799107469,"Limburg",NA,"christel.bouchet@limburg.be"
FALSE,FALSE,"Stramproyerweg, aan grenspaal 160, opw onderkokering aan Abeek (stuw)","Abeek",NA,NA,"YES","I_3950_4",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Bocholt",3950,1,9505,NA,51.1847250336073,5.65790646933889,"VMM",NA,"d.slootmaekers@vmm.be"
FALSE,FALSE,"Neeritter, Huikenhof (NL), opw brug","Itterbeek",NA,NA,"YES","I_3640_12",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Kinrooi",3640,1,9522,NA,51.1570656653496,5.79221185990336,"VMM",NA,"d.slootmaekers@vmm.be"
FALSE,FALSE,"Ophoven, aan kruising met Dalerstr, opw brug","Abeek",NA,NA,"YES","I_3640_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Kinrooi",3640,1,9505,NA,51.1257380340948,5.8118870110499,"VMM",NA,"d.slootmaekers@vmm.be"
FALSE,FALSE,"Kinrooi, Breeërstwg, opw brug","Abeek",NA,NA,"YES","I_3640_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Kinrooi",3640,1,9505,NA,51.1454366181222,5.75025116042025,"VMM",NA,"d.slootmaekers@vmm.be"
FALSE,FALSE,"Bocholt, Kreylerstraat, onverharde weg naast huisnr. 29, opw brug","Abeek",NA,NA,"YES","I_3950_5",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Bocholt",3950,1,9505,NA,51.1724651062036,5.60302557094664,"VMM",NA,"d.slootmaekers@vmm.be"
FALSE,FALSE,NA,"Abeek",NA,NA,"YES","I_3670_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Oudsbergen",3670,2,9505,NA,51.1339158972003,5.52136227222695,"Limburg",NA,"christel.bouchet@limburg.be"
